97430,Stamet Sultan Babullah,MALUKU,MALUKU,MALUKU,127.38,0.8333,9.2,19.3304
97460,Stamet Oesman Sadik,MALUKU,MALUKU,MALUKU,127.5,-0.63784,15.2,8.3351
97502,Stamet Seigun,PAPUA,PAPUA,PAPUA,131.2858,-0.89118,7,68.9582
97530,Stamet Rendani,PAPUA,PAPUA,PAPUA,134.0504,-0.89227,80.3,16.5162
97560,Stamet Frans Kaisiepo,PAPUA,PAPUA,PAPUA,136.1036,-1.1907,12.2,19.8577
97570,Stamet Sudjarwo Tjondro Negoro,PAPUA,PAPUA,PAPUA,136.2399,-1.8754,129.7,54.214
97600,Stamet Emalamo,MALUKU,MALUKU,MALUKU,126,-2.05,80.2,47.2636
97630,Stamet Torea,PAPUA,PAPUA,PAPUA,132.265,-2.9194,20.6,207.6798
97682,Stamet Moanamani,PAPUA,PAPUA,PAPUA,135.52,-3.3521,166.6,256.9436
97686,Stamet Wamena Jaya Wijaya,PAPUA,PAPUA,PAPUA,138.95,-4.07,51.2,79.8142
97690,Stamet Sentani,PAPUA,PAPUA,PAPUA,140.48,-2.57,17.5,46.7006
97692,Staklim Jayapura,PAPUA,PAPUA,PAPUA,140.1679,-2.5923,52.6,47.5896
97694,Staklim Manokwari Selatan,PAPUA,PAPUA,PAPUA,134.19,-1.47,38.8,198.4343
97700,Stamet Namlea,MALUKU,MALUKU,MALUKU,127.08,-3.25,73.8,43.3719
97722,Stamet Amahai,MALUKU,MALUKU,MALUKU,128.9284,-3.3464,143.4,74.1851
97724,Stamet Pattimura,MALUKU,MALUKU,MALUKU,128.0957,-3.7114,320.7,148.6081
97726,Staklim Seram Bagian Barat,MALUKU,MALUKU,MALUKU,128.4,-3.25,161,116.6867
97730,Stamet Maritim Ambon,MALUKU,MALUKU,MALUKU,128.1008,-3.7905,250.2,164.9003
97748,Stamet Geser,MALUKU,MALUKU,MALUKU,130.88,-3.8813,140.3,141.9821
97760,Stamet Utarom,PAPUA,PAPUA,PAPUA,133.75,-3.67,206.1,114.945
97780,Stamet Enarotali,PAPUA,PAPUA,PAPUA,136.38,-3.9269,96.3,87.1497
97790,Stamet Bandaneira,MALUKU,MALUKU,MALUKU,129.9043,-4.5234,122.4,111.6138
97796,Stamet Mozez Kilangin,PAPUA,PAPUA,PAPUA,136.8935,-4.5301,333.8,296.2526
97810,Stamet Karel Sadsuitubun,MALUKU,MALUKU,MALUKU,132.7362,-5.6637,32.5,2.751
97900,Stamet Mathilda Batlayeri,MALUKU,MALUKU,MALUKU,131.3,-7.98,121.5,36.2777
99992,BBMKG II,JAWA,JAWA,JAWA,106.7564,-6.3025,271.8,53.9887
11010101a,Bakongan,SUMATERA,Nanggroe Aceh Darussalam,Kab. Aceh Selatan,97.4825,2.9257,40,71.11
11010301a,Kluet Selatan,SUMATERA,Nanggroe Aceh Darussalam,Kab. Aceh Selatan,97.38,3.03,145.5,92.6882
11010401a,Labuhan Haji Barat,SUMATERA,Nanggroe Aceh Darussalam,Kab. Aceh Selatan,96.9603,3.5992,245,90.4261
11010501a,Meukek,SUMATERA,Nanggroe Aceh Darussalam,Kab. Aceh Selatan,97.0636,3.4471,118,74.697
11010601a,Sama Dua,SUMATERA,Nanggroe Aceh Darussalam,Kab. Aceh Selatan,97.1249,3.3296,242.5,72.3523
11010701a,Sawang,SUMATERA,Nanggroe Aceh Darussalam,Kab. Aceh Selatan,97.0932,3.3979,283,73.6926
11010801a,Tapak Tuan,SUMATERA,Nanggroe Aceh Darussalam,Kab. Aceh Selatan,97.1796,3.2587,162.5,101.7298
11011001a,Pasie Raja,SUMATERA,Nanggroe Aceh Darussalam,Kab. Aceh Selatan,97.2965,3.1677,117,121.5071
11011301a,Kluet Tengah,SUMATERA,Nanggroe Aceh Darussalam,Kab. Aceh Selatan,97.371,3.198,117,94.9304
11011501a,Bakongan Timur,SUMATERA,Nanggroe Aceh Darussalam,Kab. Aceh Selatan,97.536,2.8879,55,48.4339
11011601a,Trumon Timur,SUMATERA,Nanggroe Aceh Darussalam,Kab. Aceh Selatan,97.7643,2.8655,42.5,68.8352
11011701a,Kota Bahagia,SUMATERA,Nanggroe Aceh Darussalam,Kab. Aceh Selatan,97.5153,2.9993,78,61.9096
11020101a,Lawe Alas,SUMATERA,Nanggroe Aceh Darussalam,Kab. Aceh Tenggara,97.835,3.445,18.4,18.1239
11020201a,Lawe Sigala-Gala,SUMATERA,Nanggroe Aceh Darussalam,Kab. Aceh Tenggara,97.9235,3.345,183,14.7924
11020901a,Bukit Tusam,SUMATERA,Nanggroe Aceh Darussalam,Kab. Aceh Tenggara,97.87,3.41,60.5,18.1239
11021201a,Ketambe,SUMATERA,Nanggroe Aceh Darussalam,Kab. Aceh Tenggara,97.7298,3.6104,163.5,18.3329
11030201a,Julok,SUMATERA,Nanggroe Aceh Darussalam,Kab. Aceh Timur,97.575,5.067,0,70.5939
11030301a,Idi Rayeuk,SUMATERA,Nanggroe Aceh Darussalam,Kab. Aceh Timur,97.7749,4.9514,63,77.5906
11030401a,Birem Bayeun,SUMATERA,Nanggroe Aceh Darussalam,Kab. Aceh Timur,97.9319,4.5446,12.5,67.8786
11030601a,Nurussalam,SUMATERA,Nanggroe Aceh Darussalam,Kab. Aceh Timur,97.6505,5.0331,8,91.1082
11030701a,Lab. Peureulak,SUMATERA,Nanggroe Aceh Darussalam,Kab. Aceh Timur,97.8905,4.8273,50,68.4967
11031201a,Madat,SUMATERA,Nanggroe Aceh Darussalam,Kab. Aceh Timur,97.501,5.168,77,84.6044
11031401a,Idi Tunong,SUMATERA,Nanggroe Aceh Darussalam,Kab. Aceh Timur,97.72,4.91,23.5,77.5906
11031501a,Banda Alam,SUMATERA,Nanggroe Aceh Darussalam,Kab. Aceh Timur,97.69,4.85,15,66.836
11031601a,Peudawa,SUMATERA,Nanggroe Aceh Darussalam,Kab. Aceh Timur,97.8431,4.8875,38,68.4967
11032101a,Darul Ihsan,SUMATERA,Nanggroe Aceh Darussalam,Kab. Aceh Timur,97.768,4.904,51,77.5906
11032201a,Darul Falah,SUMATERA,Nanggroe Aceh Darussalam,Kab. Aceh Timur,97.62,5.01,4,91.1082
11032401a,Peunaron,SUMATERA,Nanggroe Aceh Darussalam,Kab. Aceh Timur,97.63,4.6421,41.2,55.1674
11040101a,Linge,SUMATERA,Nanggroe Aceh Darussalam,Kab. Aceh Tengah,97.1242,4.3795,187,32.4385
11040202a,BPP Silih Nara,SUMATERA,Nanggroe Aceh Darussalam,Kab. Aceh Tengah,96.7287,4.6083,34,16.9997
11040301a,Bebesen,SUMATERA,Nanggroe Aceh Darussalam,Kab. Aceh Tengah,96.8365,4.6363,49.5,13.5269
11040701a,Pegasing,SUMATERA,Nanggroe Aceh Darussalam,Kab. Aceh Tengah,96.808,4.5953,34,10.8382
11041001a,Ketol,SUMATERA,Nanggroe Aceh Darussalam,Kab. Aceh Tengah,96.73,4.69,155.5,16.9997
11041101a,Bpp Kebayakan,SUMATERA,Nanggroe Aceh Darussalam,Kab. Aceh Tengah,96.823,4.655,24,13.5269
11041201a,Kute Panang,SUMATERA,Nanggroe Aceh Darussalam,Kab. Aceh Tengah,96.796,4.683,3,16.9997
11041801a,Atu Lintang,SUMATERA,Nanggroe Aceh Darussalam,Kab. Aceh Tengah,96.7768,4.4162,98,22.7369
11041901a,Jagong Jeget,SUMATERA,Nanggroe Aceh Darussalam,Kab. Aceh Tengah,96.761,4.3772,96.1,32.5902
11050501a,Sama Tiga,SUMATERA,Nanggroe Aceh Darussalam,Kab. Aceh Barat,96.07,4.21,194.5,227.7679
11060101a,Lhoong,SUMATERA,Nanggroe Aceh Darussalam,Kab. Aceh Besar,95.27,5.23,97,94.911
11060301a,BPP Indrapuri,SUMATERA,Nanggroe Aceh Darussalam,Kab. Aceh Besar,95.42,5.42,19.5,98.2886
11060401a,Seulimeum,SUMATERA,Nanggroe Aceh Darussalam,Kab. Aceh Besar,95.5698,5.3662,131.5,68.6235
11060501a,Montasik,SUMATERA,Nanggroe Aceh Darussalam,Kab. Aceh Besar,95.4209,5.4575,9,98.2886
11060601a,Suka Makmur,SUMATERA,Nanggroe Aceh Darussalam,Kab. Aceh Besar,95.37,5.4673,46,135.5733
11060701a,Darul Imarah,SUMATERA,Nanggroe Aceh Darussalam,Kab. Aceh Besar,95.3319,5.4952,12,135.5733
11060702a,Stageof Mata Ie,SUMATERA,Nanggroe Aceh Darussalam,Kab. Aceh Besar,95.303,5.5,4.5,135.5733
11060801a,Peukan Bada,SUMATERA,Nanggroe Aceh Darussalam,Kab. Aceh Besar,95.27,5.533,38,129.7851
11060901a,Mesjid Raya,SUMATERA,Nanggroe Aceh Darussalam,Kab. Aceh Besar,95.51,5.5909,7,78.6357
11061101a,Kuta Baro,SUMATERA,Nanggroe Aceh Darussalam,Kab. Aceh Besar,95.3767,5.5366,31.9,111.7371
11061201a,Darussalam,SUMATERA,Nanggroe Aceh Darussalam,Kab. Aceh Besar,95.3973,5.5884,85,111.7371
11061301a,Pulo Aceh,SUMATERA,Nanggroe Aceh Darussalam,Kab. Aceh Besar,95.1248,5.6705,71,102.6643
11061401a,Saree,SUMATERA,Nanggroe Aceh Darussalam,Kab. Aceh Besar,95.7285,5.4478,18,69.0177
11061401h,SMPK Saree,SUMATERA,Nanggroe Aceh Darussalam,Kab. Aceh Besar,95.73,5.45,21.5,69.0177
11061402f,Lembah Seulawah,SUMATERA,Nanggroe Aceh Darussalam,Kab. Aceh Besar,95.6652,5.3574,61,65.0472
11061501a,Kota Jantho,SUMATERA,Nanggroe Aceh Darussalam,Kab. Aceh Besar,95.6013,5.2985,71.9,66.5947
11061701a,Kuta Malaka,SUMATERA,Nanggroe Aceh Darussalam,Kab. Aceh Besar,95.4041,5.439,12,98.2886
11062001a,Baitussalam,SUMATERA,Nanggroe Aceh Darussalam,Kab. Aceh Besar,95.3878,5.6001,72,108.4543
11062201a,Leupung,SUMATERA,Nanggroe Aceh Darussalam,Kab. Aceh Besar,95.2565,5.387,79.3,110.3394
11062301b,BPP Blang Bintang,SUMATERA,Nanggroe Aceh Darussalam,Kab. Aceh Besar,95.4056,5.4997,29.5,98.2886
11070401a,Delima,SUMATERA,Nanggroe Aceh Darussalam,Kab. Pidie,95.9116,5.3434,16,52.11
11070601a,Glumpang Tiga,SUMATERA,Nanggroe Aceh Darussalam,Kab. Pidie,96.0267,5.2473,36,59.8547
11070701a,Indra Jaya Pidie,SUMATERA,Nanggroe Aceh Darussalam,Kab. Pidie,95.9513,5.3182,33,52.11
11070901a,Diperta Pidie,SUMATERA,Nanggroe Aceh Darussalam,Kab. Pidie,95.9567,5.367,25,52.11
11070902a,Bpp Pidie,SUMATERA,Nanggroe Aceh Darussalam,Kab. Pidie,95.9359,5.3782,9,52.11
11071101a,Mila,SUMATERA,Nanggroe Aceh Darussalam,Kab. Pidie,95.9135,5.2923,75,54.7249
11071201a,Muara Tiga,SUMATERA,Nanggroe Aceh Darussalam,Kab. Pidie,95.8291,5.5261,48,76.8515
11071301a,Mutiara,SUMATERA,Nanggroe Aceh Darussalam,Kab. Pidie,95.9685,5.2759,67,54.7249
11071401a,Padang Tiji,SUMATERA,Nanggroe Aceh Darussalam,Kab. Pidie,95.8322,5.4177,17,71.7747
11071501a,Peukan Baro,SUMATERA,Nanggroe Aceh Darussalam,Kab. Pidie,95.9636,5.31,46,52.11
11071701a,Bpp Sakti,SUMATERA,Nanggroe Aceh Darussalam,Kab. Pidie,95.9418,5.2542,49,54.7249
11071801a,Simpang Tiga,SUMATERA,Nanggroe Aceh Darussalam,Kab. Pidie,95.997,5.33,53.5,52.11
11071901a,Tangse,SUMATERA,Nanggroe Aceh Darussalam,Kab. Pidie,95.9164,5.0123,153,66.8345
11072201a,Lab. Keumala,SUMATERA,Nanggroe Aceh Darussalam,Kab. Pidie,95.89,5.232,94.5,49.6666
11072401a,Mutiara Timur,SUMATERA,Nanggroe Aceh Darussalam,Kab. Pidie,95.9916,5.2594,45,54.7249
11072901a,Glumpang Baro,SUMATERA,Nanggroe Aceh Darussalam,Kab. Pidie,96.041,5.283,49.5,59.8547
11073101a,Titeu,SUMATERA,Nanggroe Aceh Darussalam,Kab. Pidie,95.9119,5.2338,85.5,54.7249
11080101a,Baktiya,SUMATERA,Nanggroe Aceh Darussalam,Kab. Aceh Utara,97.4288,5.1307,65,59.8972
11080201a,Dewantara,SUMATERA,Nanggroe Aceh Darussalam,Kab. Aceh Utara,97.0177,5.2459,6.2,18.2649
11080301a,Kuta Makmur,SUMATERA,Nanggroe Aceh Darussalam,Kab. Aceh Utara,97.069,5.098,155,29.3047
11080401a,Bpp Lhoksukon,SUMATERA,Nanggroe Aceh Darussalam,Kab. Aceh Utara,97.3393,5.0595,47,33.8773
11080601a,Muara Batu,SUMATERA,Nanggroe Aceh Darussalam,Kab. Aceh Utara,96.9147,5.2411,127,19.2611
11080701a,Meurah Mulia,SUMATERA,Nanggroe Aceh Darussalam,Kab. Aceh Utara,97.2042,5.0603,56.5,27.9397
11080801a,Samudera,SUMATERA,Nanggroe Aceh Darussalam,Kab. Aceh Utara,97.2267,5.1392,20,22.1511
11080901a,Seuneudon,SUMATERA,Nanggroe Aceh Darussalam,Kab. Aceh Utara,97.44,5.2,87.3,60.0416
11081001a,Bpp Syamtalira Aron,SUMATERA,Nanggroe Aceh Darussalam,Kab. Aceh Utara,97.25,5.0927,52,27.9397
11081101a,Syamtalira Bayu,SUMATERA,Nanggroe Aceh Darussalam,Kab. Aceh Utara,97.1881,5.1147,58,24.4144
